X,Y
0.0164539742177878,121.79604982712073
0.0365841808641569,120.19040401648272
0.053054349938459,118.22348789845115
0.0658644814406939,116.17628948988772
0.0786746129429287,114.04880879079238
0.0951447820172308,112.09794913086722
0.1152749886635999,110.42272533510156
0.1372352140960027,109.91427082839957
0.1591954395284052,110.52976838914412
0.1811556649608079,110.71709373371854
0.201285871607177,109.17567375550608
0.2177560406814791,107.06424951451712
0.230566172183714,105.20437645052807
0.2415462848999152,103.33112300478376
0.2506963788300831,101.56491261308196
0.2616764915462843,99.47757305925258
0.2799766794066201,97.550798086487
0.3019369048390228,95.86486998531709
0.3238971302714253,94.1789418841472
0.345857355703828,92.54653530999856
0.3678175811362307,91.10145408042436
0.3897778065686335,89.81693743191397
0.411738032001036,88.69298536446738
0.4336982574334387,87.75635864159521
0.4556584828658414,86.71268886468052
0.4776187082982441,85.82958366882963
0.4995789337306469,84.99999999999999
0.5215391591630494,84.30422014872352
0.5434993845954521,83.52815800691516
0.5654596100278548,82.99294273670249
0.5874198354602576,82.56477052053236
0.6093800608926601,82.2704021219154
0.6313402863250628,82.05631601383033
0.6533005117574655,82.1901198313835
0.6752607371898682,82.56477052053236
0.697220962622271,83.28731113531947
0.7173511692686398,84.44872827168093
0.7338213383429419,86.5521242836167
0.750291507417244,88.719746127978
0.7631016389194789,90.94088949936057
0.7722517328496465,93.2958366882963
0.779571807993781,95.34303509685974
0.786891883137915,97.59093923175294
0.7942119582820495,100.4008194003694
0.8015320334261835,103.09027613318808
0.808852108570318,105.65930943020884
0.816172183714452,108.46918959882537
0.823492258858586,111.30583053095248
0.8289823152166869,113.32626817600529
0.836668394118028,115.3092407521432
0.845452484290989,117.34038270260028
0.8582626157932238,119.74885141855728
0.8765628036535595,121.68900677307818
0.898523029085962,123.05380571212048
0.9204832545183644,123.69606403637567
0.9424434799507676,123.58902098233314
0.96440370538317,122.97352342158857
0.9863639308155728,122.11717898924832
